Date,Paracetamolo[it],
2014-03-19 10,32,
2014-03-19 11,43,
2014-03-19 12,24,
2014-03-19 13,35,
2014-03-19 14,27,
2014-03-19 15,39,
2014-03-19 16,29,
2014-03-19 17,36,
2014-03-19 18,46,
2014-03-19 19,33,
2014-03-19 20,25,
2014-03-19 21,25,
2014-03-19 22,23,
2014-03-19 23,19,
2014-03-20 00,13,
2014-03-20 01,2,
2014-03-20 02,3,
2014-03-20 03,4,
2014-03-20 04,4,
2014-03-20 05,1,
2014-03-20 06,3,
2014-03-20 07,13,
2014-03-20 08,19,
2014-03-20 09,36,
2014-03-20 10,31,
2014-03-20 11,40,
2014-03-20 12,30,
2014-03-20 13,43,
2014-03-20 14,42,
2014-03-20 15,31,
2014-03-20 16,51,
2014-03-20 17,30,
2014-03-20 18,52,
2014-03-20 19,34,
2014-03-20 20,24,
2014-03-20 21,44,
2014-03-20 22,40,
2014-03-20 23,24,
2014-03-21 00,4,
2014-03-21 01,4,
2014-03-21 02,4,
2014-03-21 03,2,
2014-03-21 04,6,
2014-03-21 05,3,
2014-03-21 06,3,
2014-03-21 07,5,
2014-03-21 08,26,
2014-03-21 09,34,
2014-03-21 10,27,
2014-03-21 11,34,
2014-03-21 12,27,
2014-03-21 13,28,
2014-03-21 14,31,
2014-03-21 15,31,
2014-03-21 16,37,
2014-03-21 17,37,
2014-03-21 18,36,
2014-03-21 19,32,
2014-03-21 20,28,
2014-03-21 21,35,
2014-03-21 22,25,
2014-03-21 23,18,
2014-03-22 00,14,
2014-03-22 01,12,
2014-03-22 02,6,
2014-03-22 03,4,
2014-03-22 04,5,
2014-03-22 05,1,
2014-03-22 06,2,
2014-03-22 07,9,
2014-03-22 08,18,
2014-03-22 09,23,
2014-03-22 10,28,
2014-03-22 11,28,
2014-03-22 12,22,
2014-03-22 13,20,
2014-03-22 14,32,
2014-03-22 15,31,
2014-03-22 16,30,
2014-03-22 17,43,
2014-03-22 18,27,
2014-03-22 19,35,
2014-03-22 20,26,
2014-03-22 21,23,
2014-03-22 22,20,
2014-03-22 23,27,
2014-03-23 00,7,
2014-03-23 01,11,
2014-03-23 02,5,
2014-03-23 03,3,
2014-03-23 04,7,
2014-03-23 05,5,
2014-03-23 06,3,
2014-03-23 07,12,
2014-03-23 08,15,
2014-03-23 09,16,
2014-03-23 10,28,
2014-03-23 11,29,
2014-03-23 12,25,
2014-03-23 13,21,
2014-03-23 14,15,
2014-03-23 15,23,
2014-03-23 16,28,
2014-03-23 17,33,
2014-03-23 18,32,
2014-03-23 19,37,
2014-03-23 20,31,
2014-03-23 21,30,
2014-03-23 22,22,
2014-03-23 23,20,
2014-03-24 00,13,
2014-03-24 01,8,
2014-03-24 02,4,
2014-03-24 03,1,
2014-03-24 04,4,
2014-03-24 05,3,
2014-03-24 06,1,
2014-03-24 07,8,
2014-03-24 08,18,
2014-03-24 09,19,
2014-03-24 10,34,
2014-03-24 11,49,
2014-03-24 12,35,
2014-03-24 13,30,
2014-03-24 14,30,
2014-03-24 15,38,
2014-03-24 16,33,
2014-03-24 17,38,
2014-03-24 18,39,
2014-03-24 19,33,
2014-03-24 20,31,
2014-03-24 21,50,
2014-03-24 22,31,
2014-03-24 23,22,
2014-03-25 00,13,
2014-03-25 01,23,
2014-03-25 02,4,
2014-03-25 03,2,
2014-03-25 04,2,
2014-03-25 05,0,
2014-03-25 06,5,
2014-03-25 07,6,
2014-03-25 08,20,
2014-03-25 09,27,
2014-03-25 10,43,
2014-03-25 11,39,
2014-03-25 12,38,
2014-03-25 13,38,
2014-03-25 14,41,
2014-03-25 15,38,
2014-03-25 16,48,
2014-03-25 17,53,
2014-03-25 18,41,
2014-03-25 19,40,
2014-03-25 20,33,
2014-03-25 21,40,
2014-03-25 22,47,
2014-03-25 23,22,
2014-03-26 00,14,
2014-03-26 01,8,
2014-03-26 02,10,
2014-03-26 03,4,
2014-03-26 04,5,
2014-03-26 05,2,
2014-03-26 06,4,
2014-03-26 07,8,
2014-03-26 08,19,
2014-03-26 09,26,
2014-03-26 10,46,
2014-03-26 11,41,
2014-03-26 12,45,
2014-03-26 13,32,
2014-03-26 14,46,
2014-03-26 15,33,
2014-03-26 16,53,
2014-03-26 17,39,
2014-03-26 18,35,
2014-03-26 19,37,
2014-03-26 20,46,
2014-03-26 21,33,
2014-03-26 22,35,
2014-03-26 23,18,
2014-03-27 00,9,
2014-03-27 01,7,
2014-03-27 02,5,
2014-03-27 03,0,
2014-03-27 04,3,
2014-03-27 05,5,
2014-03-27 06,5,
2014-03-27 07,10,
2014-03-27 08,14,
2014-03-27 09,25,
2014-03-27 10,39,
2014-03-27 11,48,
2014-03-27 12,33,
2014-03-27 13,27,
2014-03-27 14,23,
2014-03-27 15,39,
2014-03-27 16,36,
2014-03-27 17,32,
2014-03-27 18,33,
2014-03-27 19,38,
2014-03-27 20,34,
2014-03-27 21,28,
2014-03-27 22,33,
2014-03-27 23,23,
2014-03-28 00,6,
2014-03-28 01,14,
2014-03-28 02,7,
2014-03-28 03,2,
2014-03-28 04,1,
2014-03-28 05,5,
2014-03-28 06,10,
2014-03-28 07,14,
2014-03-28 08,26,
2014-03-28 09,40,
2014-03-28 10,27,
2014-03-28 11,29,
2014-03-28 12,30,
2014-03-28 13,41,
2014-03-28 14,36,
2014-03-28 15,37,
2014-03-28 16,27,
2014-03-28 17,22,
2014-03-28 18,26,
2014-03-28 19,39,
2014-03-28 20,31,
2014-03-28 21,22,
2014-03-28 22,15,
2014-03-29 23,11,
2014-03-29 00,3,
2014-03-29 01,1,
2014-03-29 02,3,
2014-03-29 03,8,
2014-03-29 04,2,
2014-03-29 05,4,
2014-03-29 06,5,
2014-03-29 07,17,
2014-03-29 08,20,
2014-03-29 09,23,
2014-03-29 10,22,
2014-03-29 11,20,
2014-03-29 12,20,
2014-03-29 13,20,
2014-03-29 14,26,
2014-03-29 15,23,
2014-03-29 16,45,
2014-03-29 17,46,
2014-03-29 18,26,
2014-03-29 19,23,
2014-03-29 20,18,
2014-03-29 21,14,
2014-03-29 22,15,
2014-03-30 23,15,
2014-03-30 00,13,
2014-03-30 01,11,
2014-03-30 02,3,
2014-03-30 03,6,
2014-03-30 04,1,
2014-03-30 05,2,
2014-03-30 06,11,
2014-03-30 07,18,
2014-03-30 08,20,
2014-03-30 09,32,
2014-03-30 10,24,
2014-03-30 11,24,
2014-03-30 12,28,
2014-03-30 13,32,
2014-03-30 14,21,
2014-03-30 15,21,
2014-03-30 16,29,
2014-03-30 17,30,
2014-03-30 18,29,
2014-03-30 19,22,
2014-03-30 20,38,
2014-03-30 21,27,
2014-03-30 22,12,
2014-03-31 23,4,
2014-03-31 00,2,
2014-03-31 01,3,
2014-03-31 02,4,
2014-03-31 03,2,
2014-03-31 04,3,
2014-03-31 05,6,
2014-03-31 06,12,
2014-03-31 07,23,
2014-03-31 08,17,
2014-03-31 09,35,
2014-03-31 10,32,
2014-03-31 11,33,
2014-03-31 12,29,
2014-03-31 13,28,
2014-03-31 14,21,
2014-03-31 15,28,
2014-03-31 16,32,
2014-03-31 17,31,
2014-03-31 18,40,
2014-03-31 19,28,
2014-03-31 20,30,
2014-03-31 21,17,
2014-03-31 22,12,
2014-04-01 23,7,
2014-04-01 00,4,
2014-04-01 01,2,
2014-04-01 02,8,
2014-04-01 03,7,
2014-04-01 04,5,
2014-04-01 05,7,
2014-04-01 06,16,
2014-04-01 07,15,
2014-04-01 08,32,
2014-04-01 09,40,
2014-04-01 10,34,
2014-04-01 11,18,
2014-04-01 12,31,
2014-04-01 13,36,
2014-04-01 14,24,
2014-04-01 15,39,
2014-04-01 16,19,
2014-04-01 17,20,
2014-04-01 18,36,
2014-04-01 19,29,
2014-04-01 20,26,
2014-04-01 21,15,
2014-04-01 22,18,
2014-04-02 23,9,
2014-04-02 00,10,
2014-04-02 01,2,
2014-04-02 02,5,
2014-04-02 03,0,
2014-04-02 04,2,
2014-04-02 05,12,
2014-04-02 06,12,
2014-04-02 07,18,
2014-04-02 08,50,
2014-04-02 09,25,
2014-04-02 10,27,
2014-04-02 11,31,
2014-04-02 12,35,
2014-04-02 13,25,
2014-04-02 14,41,
2014-04-02 15,47,
2014-04-02 16,34,
2014-04-02 17,24,
2014-04-02 18,30,
2014-04-02 19,26,
2014-04-02 20,26,
2014-04-02 21,25,
2014-04-02 22,16,
2014-04-03 23,6,
2014-04-03 00,2,
2014-04-03 01,4,
2014-04-03 02,4,
2014-04-03 03,3,
2014-04-03 04,7,
2014-04-03 05,3,
2014-04-03 06,10,
2014-04-03 07,24,
2014-04-03 08,26,
2014-04-03 09,36,
2014-04-03 10,34,
2014-04-03 11,26,
2014-04-03 12,50,
2014-04-03 13,44,
2014-04-03 14,36,
2014-04-03 15,41,
2014-04-03 16,28,
2014-04-03 17,24,
2014-04-03 18,29,
2014-04-03 19,26,
2014-04-03 20,32,
2014-04-03 21,20,
2014-04-03 22,21,
2014-04-04 23,7,
2014-04-04 00,3,
2014-04-04 01,0,
2014-04-04 02,3,
2014-04-04 03,2,
2014-04-04 04,4,
2014-04-04 05,2,
2014-04-04 06,16,
2014-04-04 07,20,
2014-04-04 08,34,
2014-04-04 09,29,
2014-04-04 10,34,
2014-04-04 11,26,
2014-04-04 12,32,
2014-04-04 13,29,
2014-04-04 14,40,
2014-04-04 15,37,
2014-04-04 16,26,
2014-04-04 17,31,
2014-04-04 18,23,
2014-04-04 19,33,
2014-04-04 20,26,
2014-04-04 21,17,
2014-04-04 22,9,
2014-04-05 23,8,
2014-04-05 00,4,
2014-04-05 01,2,
2014-04-05 02,2,
2014-04-05 03,4,
2014-04-05 04,4,
2014-04-05 05,12,
2014-04-05 06,15,
2014-04-05 07,14,
2014-04-05 08,18,
2014-04-05 09,29,
2014-04-05 10,20,
2014-04-05 11,18,
2014-04-05 12,31,
2014-04-05 13,23,
2014-04-05 14,22,
2014-04-05 15,32,
2014-04-05 16,34,
2014-04-05 17,17,
2014-04-05 18,27,
2014-04-05 19,25,
2014-04-05 20,32,
2014-04-05 21,16,
2014-04-05 22,13,
2014-04-06 23,11,
2014-04-06 00,6,
2014-04-06 01,6,
2014-04-06 02,5,
2014-04-06 03,3,
2014-04-06 04,5,
2014-04-06 05,3,
2014-04-06 06,13,
2014-04-06 07,12,
2014-04-06 08,27,
2014-04-06 09,26,
2014-04-06 10,21,
2014-04-06 11,28,
2014-04-06 12,19,
2014-04-06 13,17,
2014-04-06 14,22,
2014-04-06 15,24,
2014-04-06 16,25,
2014-04-06 17,21,
2014-04-06 18,29,
2014-04-06 19,34,
2014-04-06 20,26,
2014-04-06 21,24,
2014-04-06 22,11,
2014-04-07 23,3,
2014-04-07 00,8,
2014-04-07 01,4,
2014-04-07 02,3,
2014-04-07 03,2,
2014-04-07 04,5,
2014-04-07 05,4,
2014-04-07 06,13,
2014-04-07 07,15,
2014-04-07 08,34,
2014-04-07 09,39,
2014-04-07 10,49,
2014-04-07 11,23,
2014-04-07 12,28,
2014-04-07 13,40,
2014-04-07 14,32,
2014-04-07 15,35,
2014-04-07 16,37,
2014-04-07 17,24,
2014-04-07 18,32,
2014-04-07 19,32,
2014-04-07 20,35,
2014-04-07 21,20,
2014-04-07 22,13,
2014-04-08 23,5,
2014-04-08 00,5,
2014-04-08 01,8,
2014-04-08 02,6,
2014-04-08 03,5,
2014-04-08 04,3,
2014-04-08 05,6,
2014-04-08 06,14,
2014-04-08 07,23,
2014-04-08 08,35,
2014-04-08 09,21,
2014-04-08 10,38,
2014-04-08 11,23,
2014-04-08 12,34,
2014-04-08 13,35,
2014-04-08 14,36,
2014-04-08 15,35,
2014-04-08 16,28,
2014-04-08 17,29,
2014-04-08 18,35,
2014-04-08 19,36,
2014-04-08 20,25,
2014-04-08 21,27,
2014-04-08 22,12,
2014-04-09 23,5,
2014-04-09 00,8,
2014-04-09 01,3,
2014-04-09 02,5,
2014-04-09 03,4,
2014-04-09 04,5,
2014-04-09 05,7,
2014-04-09 06,8,
2014-04-09 07,23,
2014-04-09 08,35,
2014-04-09 09,33,
2014-04-09 10,30,
2014-04-09 11,28,
2014-04-09 12,30,
2014-04-09 13,26,
2014-04-09 14,22,
2014-04-09 15,36,
2014-04-09 16,35,
2014-04-09 17,34,
2014-04-09 18,24,
2014-04-09 19,28,
2014-04-09 20,28,
2014-04-09 21,24,
2014-04-09 22,25,
2014-04-10 23,12,
2014-04-10 00,10,
2014-04-10 01,6,
2014-04-10 02,4,
2014-04-10 03,1,
2014-04-10 04,4,
2014-04-10 05,6,
2014-04-10 06,21,
2014-04-10 07,35,
2014-04-10 08,40,
2014-04-10 09,28,
2014-04-10 10,26,
2014-04-10 11,17,
2014-04-10 12,21,
2014-04-10 13,28,
2014-04-10 14,24,
2014-04-10 15,20,
2014-04-10 16,29,
2014-04-10 17,20,
2014-04-10 18,27,
2014-04-10 19,39,
2014-04-10 20,27,
2014-04-10 21,16,
2014-04-10 22,13,
2014-04-11 23,9,
2014-04-11 00,3,
2014-04-11 01,3,
2014-04-11 02,3,
2014-04-11 03,5,
2014-04-11 04,5,
2014-04-11 05,6,
2014-04-11 06,14,
2014-04-11 07,27,
2014-04-11 08,34,
2014-04-11 09,31,
2014-04-11 10,33,
2014-04-11 11,26,
2014-04-11 12,26,
2014-04-11 13,29,
2014-04-11 14,30,
2014-04-11 15,25,
2014-04-11 16,25,
2014-04-11 17,27,
2014-04-11 18,22,
2014-04-11 19,31,
2014-04-11 20,19,
2014-04-11 21,16,
2014-04-11 22,10,
2014-04-12 23,8,
2014-04-12 00,10,
2014-04-12 01,1,
2014-04-12 02,3,
2014-04-12 03,3,
2014-04-12 04,4,
2014-04-12 05,3,
2014-04-12 06,10,
2014-04-12 07,19,
2014-04-12 08,23,
2014-04-12 09,40,
2014-04-12 10,14,
2014-04-12 11,19,
2014-04-12 12,30,
2014-04-12 13,23,
2014-04-12 14,32,
2014-04-12 15,15,
2014-04-12 16,28,
2014-04-12 17,29,
2014-04-12 18,31,
2014-04-12 19,25,
2014-04-12 20,23,
2014-04-12 21,11,
2014-04-12 22,5,
2014-04-13 23,7,
2014-04-13 00,9,
2014-04-13 01,5,
2014-04-13 02,4,
2014-04-13 03,1,
2014-04-13 04,3,
2014-04-13 05,3,
2014-04-13 06,10,
2014-04-13 07,18,
2014-04-13 08,11,
2014-04-13 09,34,
2014-04-13 10,18,
2014-04-13 11,27,
2014-04-13 12,23,
2014-04-13 13,25,
2014-04-13 14,18,
2014-04-13 15,34,
2014-04-13 16,29,
2014-04-13 17,23,
2014-04-13 18,28,
2014-04-13 19,32,
2014-04-13 20,24,
2014-04-13 21,18,
2014-04-13 22,12,
2014-04-14 23,9,
2014-04-14 00,7,
2014-04-14 01,1,
2014-04-14 02,1,
2014-04-14 03,2,
2014-04-14 04,7,
2014-04-14 05,5,
2014-04-14 06,13,
2014-04-14 07,31,
2014-04-14 08,34,
2014-04-14 09,32,
2014-04-14 10,26,
2014-04-14 11,29,
2014-04-14 12,38,
2014-04-14 13,34,
2014-04-14 14,39,
2014-04-14 15,33,
2014-04-14 16,37,
2014-04-14 17,33,
2014-04-14 18,22,
2014-04-14 19,38,
2014-04-14 20,26,
2014-04-14 21,28,
2014-04-14 22,15,
2014-04-15 23,7,
2014-04-15 00,5,
2014-04-15 01,4,
2014-04-15 02,1,
2014-04-15 03,1,
2014-04-15 04,5,
2014-04-15 05,5,
2014-04-15 06,20,
2014-04-15 07,29,
2014-04-15 08,28,
2014-04-15 09,34,
2014-04-15 10,33,
2014-04-15 11,14,
2014-04-15 12,27,
2014-04-15 13,30,
2014-04-15 14,45,
2014-04-15 15,23,
2014-04-15 16,39,
2014-04-15 17,36,
2014-04-15 18,30,
2014-04-15 19,38,
2014-04-15 20,30,
2014-04-15 21,23,
2014-04-15 22,8,
2014-04-16 23,6,
2014-04-16 00,3,
2014-04-16 01,3,
2014-04-16 02,4,
2014-04-16 03,1,
2014-04-16 04,2,
2014-04-16 05,3,
2014-04-16 06,19,
2014-04-16 07,32,
2014-04-16 08,27,
2014-04-16 09,34,
2014-04-16 10,41,
2014-04-16 11,24,
2014-04-16 12,28,
2014-04-16 13,31,
2014-04-16 14,29,
2014-04-16 15,28,
2014-04-16 16,25,
2014-04-16 17,25,
2014-04-16 18,32,
2014-04-16 19,33,
2014-04-16 20,29,
2014-04-16 21,15,
2014-04-16 22,9,
2014-04-17 23,3,
2014-04-17 00,6,
2014-04-17 01,1,
2014-04-17 02,4,
2014-04-17 03,3,
2014-04-17 04,1,
2014-04-17 05,5,
2014-04-17 06,7,
2014-04-17 07,17,
2014-04-17 08,29,
2014-04-17 09,27,
2014-04-17 10,31,
2014-04-17 11,20,
2014-04-17 12,22,
2014-04-17 13,31,
2014-04-17 14,25,
2014-04-17 15,29,
2014-04-17 16,32,
2014-04-17 17,22,
2014-04-17 18,26,
2014-04-17 19,33,
2014-04-17 20,25,
2014-04-17 21,25,
2014-04-17 22,8,
2014-04-18 23,4,
2014-04-18 00,5,
2014-04-18 01,2,
2014-04-18 02,1,
2014-04-18 03,2,
2014-04-18 04,3,
2014-04-18 05,10,
2014-04-18 06,17,
2014-04-18 07,18,
2014-04-18 08,34,
2014-04-18 09,26,
2014-04-18 10,28,
2014-04-18 11,26,
2014-04-18 12,17,
2014-04-18 13,30,
2014-04-18 14,31,
2014-04-18 15,20,
2014-04-18 16,27,
2014-04-18 17,21,
2014-04-18 18,27,
2014-04-18 19,19,
2014-04-18 20,22,
2014-04-18 21,13,
2014-04-18 22,9,
2014-04-19 23,5,
2014-04-19 00,6,
2014-04-19 01,4,
2014-04-19 02,3,
2014-04-19 03,4,
2014-04-19 04,1,
2014-04-19 05,7,
2014-04-19 06,19,
2014-04-19 07,18,
2014-04-19 08,17,
2014-04-19 09,16,
2014-04-19 10,20,
2014-04-19 11,19,
2014-04-19 12,25,
2014-04-19 13,17,
2014-04-19 14,29,
2014-04-19 15,20,
2014-04-19 16,35,
2014-04-19 17,28,
2014-04-19 18,20,
2014-04-19 19,15,
2014-04-19 20,19,
2014-04-19 21,13,
2014-04-19 22,14,
2014-04-20 23,4,
2014-04-20 00,4,
2014-04-20 01,4,
2014-04-20 02,1,
2014-04-20 03,0,
2014-04-20 04,7,
2014-04-20 05,2,
2014-04-20 06,14,
2014-04-20 07,16,
2014-04-20 08,16,
2014-04-20 09,12,
2014-04-20 10,17,
2014-04-20 11,10,
2014-04-20 12,6,
2014-04-20 13,16,
2014-04-20 14,18,
2014-04-20 15,20,
2014-04-20 16,23,
2014-04-20 17,24,
2014-04-20 18,25,
2014-04-20 19,39,
2014-04-20 20,26,
2014-04-20 21,17,
2014-04-20 22,16,
2014-04-21 23,7,
2014-04-21 00,6,
2014-04-21 01,4,
2014-04-21 02,3,
2014-04-21 03,3,
2014-04-21 04,1,
2014-04-21 05,3,
2014-04-21 06,9,
2014-04-21 07,11,
2014-04-21 08,23,
2014-04-21 09,21,
2014-04-21 10,15,
2014-04-21 11,21,
2014-04-21 12,20,
2014-04-21 13,16,
2014-04-21 14,19,
2014-04-21 15,23,
2014-04-21 16,25,
2014-04-21 17,16,
2014-04-21 18,32,
2014-04-21 19,40,
2014-04-21 20,20,
2014-04-21 21,23,
2014-04-21 22,9,
2014-04-22 23,6,
2014-04-22 00,8,
2014-04-22 01,5,
2014-04-22 02,2,
2014-04-22 03,1,
2014-04-22 04,2,
2014-04-22 05,7,
2014-04-22 06,13,
2014-04-22 07,22,
2014-04-22 08,26,
2014-04-22 09,40,
2014-04-22 10,26,
2014-04-22 11,23,
2014-04-22 12,34,
2014-04-22 13,33,
2014-04-22 14,26,
2014-04-22 15,26,
2014-04-22 16,33,
2014-04-22 17,30,
2014-04-22 18,20,
2014-04-22 19,24,
2014-04-22 20,20,
2014-04-22 21,20,
2014-04-22 22,14,
2014-04-23 23,8,
2014-04-23 00,5,
2014-04-23 01,3,
2014-04-23 02,4,
2014-04-23 03,1,
2014-04-23 04,6,
2014-04-23 05,5,
2014-04-23 06,18,
2014-04-23 07,23,
2014-04-23 08,30,
2014-04-23 09,32,
2014-04-23 10,28,
2014-04-23 11,35,
2014-04-23 12,34,
2014-04-23 13,37,
2014-04-23 14,49,
2014-04-23 15,47,
2014-04-23 16,29,
2014-04-23 17,18,
2014-04-23 18,33,
2014-04-23 19,28,
2014-04-23 20,21,
2014-04-23 21,23,
2014-04-23 22,16,
2014-04-24 23,13,
2014-04-24 00,4,
2014-04-24 01,1,
2014-04-24 02,1,
2014-04-24 03,2,
2014-04-24 04,7,
2014-04-24 05,6,
2014-04-24 06,18,
2014-04-24 07,26,
2014-04-24 08,22,
2014-04-24 09,22,
2014-04-24 10,28,
2014-04-24 11,16,
2014-04-24 12,34,
2014-04-24 13,38,
2014-04-24 14,25,
2014-04-24 15,39,
2014-04-24 16,33,
2014-04-24 17,31,
2014-04-24 18,23,
2014-04-24 19,28,
2014-04-24 20,22,
2014-04-24 21,23,
2014-04-24 22,20,
2014-04-25 23,9,
2014-04-25 00,2,
2014-04-25 01,4,
2014-04-25 02,1,
2014-04-25 03,2,
2014-04-25 04,0,
2014-04-25 05,4,
2014-04-25 06,13,
2014-04-25 07,24,
2014-04-25 08,32,
2014-04-25 09,29,
2014-04-25 10,25,
2014-04-25 11,27,
2014-04-25 12,31,
2014-04-25 13,22,
2014-04-25 14,30,
2014-04-25 15,25,
2014-04-25 16,31,
2014-04-25 17,31,
2014-04-25 18,26,
2014-04-25 19,36,
2014-04-25 20,33,
2014-04-25 21,19,
2014-04-25 22,9,
2014-04-26 23,12,
2014-04-26 00,12,
2014-04-26 01,2,
2014-04-26 02,1,
2014-04-26 03,1,
2014-04-26 04,3,
2014-04-26 05,7,
2014-04-26 06,17,
2014-04-26 07,23,
2014-04-26 08,24,
2014-04-26 09,32,
2014-04-26 10,21,
2014-04-26 11,18,
2014-04-26 12,22,
2014-04-26 13,26,
2014-04-26 14,23,
2014-04-26 15,29,
2014-04-26 16,25,
2014-04-26 17,27,
2014-04-26 18,17,
2014-04-26 19,13,
2014-04-26 20,20,
2014-04-26 21,18,
2014-04-26 22,11,
2014-04-27 23,8,
2014-04-27 00,6,
2014-04-27 01,8,
2014-04-27 02,2,
2014-04-27 03,1,
2014-04-27 04,2,
2014-04-27 05,8,
2014-04-27 06,17,
2014-04-27 07,12,
2014-04-27 08,15,
2014-04-27 09,22,
2014-04-27 10,21,
2014-04-27 11,15,
2014-04-27 12,30,
2014-04-27 13,13,
2014-04-27 14,30,
2014-04-27 15,25,
2014-04-27 16,30,
2014-04-27 17,23,
2014-04-27 18,36,
2014-04-27 19,28,
2014-04-27 20,39,
2014-04-27 21,14,
2014-04-27 22,10,
2014-04-28 23,9,
2014-04-28 00,6,
2014-04-28 01,5,
2014-04-28 02,1,
2014-04-28 03,3,
2014-04-28 04,1,
2014-04-28 05,11,
2014-04-28 06,14,
2014-04-28 07,19,
2014-04-28 08,22,
2014-04-28 09,33,
2014-04-28 10,39,
2014-04-28 11,35,
2014-04-28 12,32,
2014-04-28 13,37,
2014-04-28 14,26,
2014-04-28 15,42,
2014-04-28 16,42,
2014-04-28 17,37,
2014-04-28 18,33,
2014-04-28 19,34,
2014-04-28 20,28,
2014-04-28 21,34,
2014-04-28 22,13,
2014-04-29 23,8,
2014-04-29 00,5,
2014-04-29 01,7,
2014-04-29 02,3,
2014-04-29 03,3,
2014-04-29 04,3,
2014-04-29 05,15,
2014-04-29 06,16,
2014-04-29 07,19,
2014-04-29 08,32,
2014-04-29 09,39,
2014-04-29 10,31,
2014-04-29 11,22,
2014-04-29 12,22,
2014-04-29 13,21,
2014-04-29 14,32,
2014-04-29 15,39,
2014-04-29 16,41,
2014-04-29 17,30,
2014-04-29 18,28,
2014-04-29 19,30,
2014-04-29 20,30,
2014-04-29 21,18,
2014-04-29 22,13,
2014-04-30 23,11,
2014-04-30 00,5,
2014-04-30 01,2,
2014-04-30 02,3,
2014-04-30 03,1,
2014-04-30 04,5,
2014-04-30 05,7,
2014-04-30 06,21,
2014-04-30 07,16,
2014-04-30 08,33,
2014-04-30 09,20,
2014-04-30 10,27,
2014-04-30 11,28,
2014-04-30 12,22,
2014-04-30 13,26,
2014-04-30 14,30,
2014-04-30 15,24,
2014-04-30 16,25,
2014-04-30 17,26,
2014-04-30 18,25,
2014-04-30 19,24,
2014-04-30 20,23,
2014-04-30 21,15,
2014-04-30 22,19,
2014-05-01 23,6,
2014-05-01 00,5,
2014-05-01 01,5,
2014-05-01 02,2,
2014-05-01 03,4,
2014-05-01 04,1,
2014-05-01 05,5,
2014-05-01 06,7,
2014-05-01 07,14,
2014-05-01 08,18,
2014-05-01 09,25,
2014-05-01 10,17,
2014-05-01 11,10,
2014-05-01 12,15,
2014-05-01 13,23,
2014-05-01 14,18,
2014-05-01 15,14,
2014-05-01 16,20,
2014-05-01 17,21,
2014-05-01 18,29,
2014-05-01 19,20,
2014-05-01 20,25,
2014-05-01 21,13,
2014-05-01 22,12,
2014-05-02 23,8,
2014-05-02 00,4,
2014-05-02 01,0,
2014-05-02 02,5,
2014-05-02 03,2,
2014-05-02 04,6,
2014-05-02 05,7,
2014-05-02 06,8,
2014-05-02 07,35,
2014-05-02 08,26,
2014-05-02 09,23,
2014-05-02 10,26,
2014-05-02 11,20,
2014-05-02 12,29,
2014-05-02 13,25,
2014-05-02 14,22,
2014-05-02 15,40,
2014-05-02 16,24,
2014-05-02 17,24,
2014-05-02 18,21,
2014-05-02 19,24,
2014-05-02 20,27,
2014-05-02 21,13,
2014-05-02 22,15,
2014-05-03 23,9,
2014-05-03 00,0,
2014-05-03 01,5,
2014-05-03 02,5,
2014-05-03 03,2,
2014-05-03 04,0,
2014-05-03 05,7,
2014-05-03 06,15,
2014-05-03 07,17,
2014-05-03 08,14,
2014-05-03 09,21,
2014-05-03 10,22,
2014-05-03 11,15,
2014-05-03 12,19,
2014-05-03 13,16,
2014-05-03 14,21,
2014-05-03 15,27,
2014-05-03 16,24,
2014-05-03 17,19,
2014-05-03 18,29,
2014-05-03 19,18,
2014-05-03 20,17,
2014-05-03 21,10,
2014-05-03 22,11,
2014-05-04 23,7,
2014-05-04 00,1,
2014-05-04 01,5,
2014-05-04 02,2,
2014-05-04 03,2,
2014-05-04 04,4,
2014-05-04 05,9,
2014-05-04 06,12,
2014-05-04 07,14,
2014-05-04 08,16,
2014-05-04 09,19,
2014-05-04 10,18,
2014-05-04 11,15,
2014-05-04 12,28,
2014-05-04 13,20,
2014-05-04 14,19,
2014-05-04 15,28,
2014-05-04 16,18,
2014-05-04 17,24,
2014-05-04 18,21,
2014-05-04 19,14,
2014-05-04 20,18,
2014-05-04 21,20,
2014-05-04 22,10,
2014-05-05 23,7,
2014-05-05 00,6,
2014-05-05 01,5,
2014-05-05 02,4,
2014-05-05 03,2,
2014-05-05 04,8,
2014-05-05 05,4,
2014-05-05 06,9,
2014-05-05 07,22,
2014-05-05 08,35,
2014-05-05 09,23,
2014-05-05 10,34,
2014-05-05 11,25,
2014-05-05 12,29,
2014-05-05 13,31,
2014-05-05 14,24,
2014-05-05 15,34,
2014-05-05 16,26,
2014-05-05 17,21,
2014-05-05 18,28,
2014-05-05 19,29,
2014-05-05 20,26,
2014-05-05 21,15,
2014-05-05 22,12,
2014-05-06 23,5,
2014-05-06 00,8,
2014-05-06 01,5,
2014-05-06 02,2,
2014-05-06 03,2,
2014-05-06 04,5,
2014-05-06 05,3,
2014-05-06 06,22,
2014-05-06 07,13,
2014-05-06 08,25,
2014-05-06 09,33,
2014-05-06 10,29,
2014-05-06 11,30,
2014-05-06 12,35,
2014-05-06 13,39,
2014-05-06 14,26,
2014-05-06 15,36,
2014-05-06 16,28,
2014-05-06 17,35,
2014-05-06 18,21,
2014-05-06 19,27,
2014-05-06 20,24,
2014-05-06 21,21,
2014-05-06 22,14,
