Date,Wikipedia[it],
2015-10-08 08,122,
2015-10-08 09,113,
2015-10-08 10,133,
2015-10-08 11,120,
2015-10-08 12,137,
2015-10-08 13,197,
2015-10-08 14,182,
2015-10-08 15,183,
2015-10-08 16,171,
2015-10-08 17,130,
2015-10-08 18,98,
2015-10-08 19,103,
2015-10-08 20,90,
2015-10-08 21,77,
2015-10-08 22,39,
2015-10-09 23,13,
2015-10-09 00,12,
2015-10-09 01,15,
2015-10-09 02,5,
2015-10-09 03,2,
2015-10-09 04,13,
2015-10-09 05,29,
2015-10-09 06,53,
2015-10-09 07,77,
2015-10-09 08,119,
2015-10-09 09,136,
2015-10-09 10,117,
2015-10-09 11,108,
2015-10-09 12,131,
2015-10-09 13,197,
2015-10-09 14,161,
2015-10-09 15,185,
2015-10-09 16,164,
2015-10-09 17,106,
2015-10-09 18,93,
2015-10-09 19,106,
2015-10-09 20,80,
2015-10-09 21,54,
2015-10-09 22,32,
2015-10-10 23,14,
2015-10-10 00,15,
2015-10-10 01,6,
2015-10-10 02,7,
2015-10-10 03,7,
2015-10-10 04,8,
2015-10-10 05,15,
2015-10-10 06,42,
2015-10-10 07,91,
2015-10-10 08,125,
2015-10-10 09,135,
2015-10-10 10,107,
2015-10-10 11,86,
2015-10-10 12,100,
2015-10-10 13,116,
2015-10-10 14,127,
2015-10-10 15,122,
2015-10-10 16,115,
2015-10-10 17,111,
2015-10-10 18,91,
2015-10-10 19,77,
2015-10-10 20,67,
2015-10-10 21,49,
2015-10-10 22,36,
2015-10-11 23,25,
2015-10-11 00,21,
2015-10-11 01,11,
2015-10-11 02,1,
2015-10-11 03,6,
2015-10-11 04,6,
2015-10-11 05,14,
2015-10-11 06,32,
2015-10-11 07,69,
2015-10-11 08,94,
2015-10-11 09,130,
2015-10-11 10,125,
2015-10-11 11,86,
2015-10-11 12,115,
2015-10-11 13,124,
2015-10-11 14,126,
2015-10-11 15,125,
2015-10-11 16,129,
2015-10-11 17,123,
2015-10-11 18,145,
2015-10-11 19,108,
2015-10-11 20,75,
2015-10-11 21,64,
2015-10-11 22,34,
2015-10-12 23,29,
2015-10-12 00,15,
2015-10-12 01,15,
2015-10-12 02,12,
2015-10-12 03,6,
2015-10-12 04,12,
2015-10-12 05,21,
2015-10-12 06,53,
2015-10-12 07,84,
2015-10-12 08,102,
2015-10-12 09,130,
2015-10-12 10,104,
2015-10-12 11,96,
2015-10-12 12,157,
2015-10-12 13,207,
2015-10-12 14,206,
2015-10-12 15,186,
2015-10-12 16,149,
2015-10-12 17,155,
2015-10-12 18,128,
2015-10-12 19,83,
2015-10-12 20,102,
2015-10-12 21,54,
2015-10-12 22,38,
2015-10-13 23,19,
2015-10-13 00,22,
2015-10-13 01,5,
2015-10-13 02,7,
2015-10-13 03,10,
2015-10-13 04,10,
2015-10-13 05,20,
2015-10-13 06,66,
2015-10-13 07,93,
2015-10-13 08,118,
2015-10-13 09,136,
2015-10-13 10,123,
2015-10-13 11,115,
2015-10-13 12,144,
2015-10-13 13,183,
2015-10-13 14,209,
2015-10-13 15,183,
2015-10-13 16,135,
2015-10-13 17,168,
2015-10-13 18,135,
2015-10-13 19,98,
2015-10-13 20,69,
2015-10-13 21,63,
2015-10-13 22,36,
2015-10-14 23,17,
2015-10-14 00,9,
2015-10-14 01,11,
2015-10-14 02,9,
2015-10-14 03,7,
2015-10-14 04,13,
2015-10-14 05,19,
2015-10-14 06,48,
2015-10-14 07,100,
2015-10-14 08,116,
2015-10-14 09,101,
2015-10-14 10,130,
2015-10-14 11,106,
2015-10-14 12,156,
2015-10-14 13,181,
2015-10-14 14,186,
2015-10-14 15,196,
2015-10-14 16,177,
2015-10-14 17,176,
2015-10-14 18,127,
2015-10-14 19,114,
2015-10-14 20,98,
2015-10-14 21,57,
2015-10-14 22,27,
2015-10-15 23,26,
2015-10-15 00,5,
2015-10-15 01,11,
2015-10-15 02,9,
2015-10-15 03,12,
2015-10-15 04,14,
2015-10-15 05,17,
2015-10-15 06,56,
2015-10-15 07,118,
2015-10-15 08,112,
2015-10-15 09,104,
2015-10-15 10,135,
2015-10-15 11,105,
2015-10-15 12,141,
2015-10-15 13,202,
2015-10-15 14,219,
2015-10-15 15,169,
2015-10-15 16,168,
2015-10-15 17,138,
2015-10-15 18,103,
2015-10-15 19,76,
2015-10-15 20,77,
2015-10-15 21,61,
2015-10-15 22,41,
2015-10-16 23,20,
2015-10-16 00,13,
2015-10-16 01,10,
2015-10-16 02,6,
2015-10-16 03,5,
2015-10-16 04,14,
2015-10-16 05,20,
2015-10-16 06,49,
2015-10-16 07,96,
2015-10-16 08,81,
2015-10-16 09,114,
2015-10-16 10,95,
2015-10-16 11,113,
2015-10-16 12,124,
2015-10-16 13,179,
2015-10-16 14,188,
2015-10-16 15,136,
2015-10-16 16,135,
2015-10-16 17,122,
2015-10-16 18,80,
2015-10-16 19,98,
2015-10-16 20,70,
2015-10-16 21,50,
2015-10-16 22,34,
2015-10-17 23,14,
2015-10-17 00,16,
2015-10-17 01,7,
2015-10-17 02,7,
2015-10-17 03,7,
2015-10-17 04,10,
2015-10-17 05,18,
2015-10-17 06,51,
2015-10-17 07,66,
2015-10-17 08,89,
2015-10-17 09,125,
2015-10-17 10,97,
2015-10-17 11,77,
2015-10-17 12,76,
2015-10-17 13,105,
2015-10-17 14,125,
2015-10-17 15,121,
2015-10-17 16,112,
2015-10-17 17,87,
2015-10-17 18,69,
2015-10-17 19,59,
2015-10-17 20,52,
2015-10-17 21,52,
2015-10-17 22,28,
2015-10-18 23,23,
2015-10-18 00,7,
2015-10-18 01,4,
2015-10-18 02,9,
2015-10-18 03,3,
2015-10-18 04,3,
2015-10-18 05,11,
2015-10-18 06,20,
2015-10-18 07,55,
2015-10-18 08,105,
2015-10-18 09,113,
2015-10-18 10,92,
2015-10-18 11,76,
2015-10-18 12,90,
2015-10-18 13,144,
2015-10-18 14,119,
2015-10-18 15,111,
2015-10-18 16,125,
2015-10-18 17,129,
2015-10-18 18,110,
2015-10-18 19,72,
2015-10-18 20,74,
2015-10-18 21,68,
2015-10-18 22,30,
2015-10-19 23,17,
2015-10-19 00,14,
2015-10-19 01,9,
2015-10-19 02,9,
2015-10-19 03,11,
2015-10-19 04,7,
2015-10-19 05,12,
2015-10-19 06,53,
2015-10-19 07,97,
2015-10-19 08,102,
2015-10-19 09,112,
2015-10-19 10,128,
2015-10-19 11,135,
2015-10-19 12,151,
2015-10-19 13,167,
2015-10-19 14,168,
2015-10-19 15,198,
2015-10-19 16,192,
2015-10-19 17,133,
2015-10-19 18,110,
2015-10-19 19,125,
2015-10-19 20,82,
2015-10-19 21,61,
2015-10-19 22,39,
2015-10-20 23,8,
2015-10-20 00,13,
2015-10-20 01,6,
2015-10-20 02,9,
2015-10-20 03,3,
2015-10-20 04,10,
2015-10-20 05,15,
2015-10-20 06,52,
2015-10-20 07,94,
2015-10-20 08,98,
2015-10-20 09,116,
2015-10-20 10,116,
2015-10-20 11,84,
2015-10-20 12,128,
2015-10-20 13,203,
2015-10-20 14,188,
2015-10-20 15,150,
2015-10-20 16,175,
2015-10-20 17,123,
2015-10-20 18,112,
2015-10-20 19,89,
2015-10-20 20,104,
2015-10-20 21,92,
2015-10-20 22,60,
2015-10-21 23,37,
2015-10-21 00,16,
2015-10-21 01,15,
2015-10-21 02,12,
2015-10-21 03,14,
2015-10-21 04,14,
2015-10-21 05,17,
2015-10-21 06,57,
2015-10-21 07,96,
2015-10-21 08,121,
2015-10-21 09,154,
2015-10-21 10,111,
2015-10-21 11,96,
2015-10-21 12,153,
2015-10-21 13,167,
2015-10-21 14,206,
2015-10-21 15,182,
2015-10-21 16,165,
2015-10-21 17,130,
2015-10-21 18,104,
2015-10-21 19,103,
2015-10-21 20,77,
2015-10-21 21,50,
2015-10-21 22,38,
2015-10-22 23,13,
2015-10-22 00,5,
2015-10-22 01,5,
2015-10-22 02,2,
2015-10-22 03,3,
2015-10-22 04,13,
2015-10-22 05,26,
2015-10-22 06,52,
2015-10-22 07,108,
2015-10-22 08,94,
2015-10-22 09,113,
2015-10-22 10,126,
2015-10-22 11,77,
2015-10-22 12,126,
2015-10-22 13,161,
2015-10-22 14,174,
2015-10-22 15,178,
2015-10-22 16,176,
2015-10-22 17,96,
2015-10-22 18,98,
2015-10-22 19,87,
2015-10-22 20,80,
2015-10-22 21,50,
2015-10-22 22,30,
2015-10-23 23,22,
2015-10-23 00,12,
2015-10-23 01,5,
2015-10-23 02,2,
2015-10-23 03,4,
2015-10-23 04,6,
2015-10-23 05,15,
2015-10-23 06,57,
2015-10-23 07,93,
2015-10-23 08,104,
2015-10-23 09,127,
2015-10-23 10,85,
2015-10-23 11,64,
2015-10-23 12,120,
2015-10-23 13,151,
2015-10-23 14,202,
2015-10-23 15,136,
2015-10-23 16,122,
2015-10-23 17,117,
2015-10-23 18,120,
2015-10-23 19,77,
2015-10-23 20,58,
2015-10-23 21,47,
2015-10-23 22,27,
2015-10-24 23,18,
2015-10-24 00,11,
2015-10-24 01,10,
2015-10-24 02,6,
2015-10-24 03,6,
2015-10-24 04,8,
2015-10-24 05,20,
2015-10-24 06,27,
2015-10-24 07,87,
2015-10-24 08,91,
2015-10-24 09,112,
2015-10-24 10,110,
2015-10-24 11,85,
2015-10-24 12,63,
2015-10-24 13,114,
2015-10-24 14,106,
2015-10-24 15,103,
2015-10-24 16,112,
2015-10-24 17,88,
2015-10-24 18,69,
2015-10-24 19,68,
2015-10-24 20,52,
2015-10-24 21,61,
2015-10-24 22,34,
2015-10-25 23,30,
2015-10-25 00,0,
2015-10-25 01,14,
2015-10-25 02,15,
2015-10-25 03,4,
2015-10-25 04,7,
2015-10-25 05,6,
2015-10-25 06,11,
2015-10-25 07,20,
2015-10-25 08,58,
2015-10-25 09,70,
2015-10-25 10,112,
2015-10-25 11,142,
2015-10-25 12,81,
2015-10-25 13,81,
2015-10-25 14,102,
2015-10-25 15,126,
2015-10-25 16,122,
2015-10-25 17,127,
2015-10-25 18,111,
2015-10-25 19,112,
2015-10-25 20,94,
2015-10-25 21,74,
2015-10-25 22,50,
2015-10-25 23,55,
2015-10-26 00,15,
2015-10-26 01,7,
2015-10-26 02,15,
2015-10-26 03,10,
2015-10-26 04,4,
2015-10-26 05,4,
2015-10-26 06,14,
2015-10-26 07,30,
2015-10-26 08,66,
2015-10-26 09,95,
2015-10-26 10,87,
2015-10-26 11,128,
2015-10-26 12,105,
2015-10-26 13,89,
2015-10-26 14,144,
2015-10-26 15,204,
2015-10-26 16,427,
2015-10-26 17,192,
2015-10-26 18,181,
2015-10-26 19,135,
2015-10-26 20,95,
2015-10-26 21,100,
2015-10-26 22,75,
2015-10-26 23,41,
2015-10-27 00,26,
2015-10-27 01,11,
2015-10-27 02,10,
2015-10-27 03,4,
2015-10-27 04,6,
2015-10-27 05,7,
2015-10-27 06,15,
2015-10-27 07,24,
2015-10-27 08,50,
2015-10-27 09,97,
2015-10-27 10,110,
2015-10-27 11,152,
2015-10-27 12,112,
2015-10-27 13,94,
2015-10-27 14,154,
2015-10-27 15,191,
2015-10-27 16,195,
2015-10-27 17,175,
2015-10-27 18,176,
2015-10-27 19,117,
2015-10-27 20,93,
2015-10-27 21,123,
2015-10-27 22,165,
2015-10-27 23,45,
2015-10-28 00,17,
2015-10-28 01,17,
2015-10-28 02,12,
2015-10-28 03,6,
2015-10-28 04,1,
2015-10-28 05,5,
2015-10-28 06,12,
2015-10-28 07,52,
2015-10-28 08,70,
2015-10-28 09,112,
2015-10-28 10,117,
2015-10-28 11,120,
2015-10-28 12,102,
2015-10-28 13,73,
2015-10-28 14,132,
2015-10-28 15,163,
2015-10-28 16,193,
2015-10-28 17,210,
2015-10-28 18,190,
2015-10-28 19,123,
2015-10-28 20,104,
2015-10-28 21,87,
2015-10-28 22,73,
2015-10-28 23,68,
2015-10-29 00,27,
2015-10-29 01,14,
2015-10-29 02,8,
2015-10-29 03,3,
2015-10-29 04,2,
2015-10-29 05,2,
2015-10-29 06,12,
2015-10-29 07,24,
2015-10-29 08,59,
2015-10-29 09,72,
2015-10-29 10,89,
2015-10-29 11,116,
2015-10-29 12,124,
2015-10-29 13,92,
2015-10-29 14,162,
2015-10-29 15,177,
2015-10-29 16,202,
2015-10-29 17,182,
2015-10-29 18,160,
2015-10-29 19,160,
2015-10-29 20,112,
2015-10-29 21,109,
2015-10-29 22,83,
2015-10-29 23,46,
2015-10-30 00,38,
2015-10-30 01,16,
2015-10-30 02,11,
2015-10-30 03,11,
2015-10-30 04,12,
2015-10-30 05,3,
2015-10-30 06,12,
2015-10-30 07,23,
2015-10-30 08,48,
2015-10-30 09,64,
2015-10-30 10,89,
2015-10-30 11,132,
2015-10-30 12,97,
2015-10-30 13,100,
2015-10-30 14,117,
2015-10-30 15,140,
2015-10-30 16,143,
2015-10-30 17,152,
2015-10-30 18,159,
2015-10-30 19,109,
2015-10-30 20,88,
2015-10-30 21,80,
2015-10-30 22,79,
2015-10-30 23,45,
2015-10-31 00,38,
2015-10-31 01,12,
2015-10-31 02,13,
2015-10-31 03,10,
2015-10-31 04,6,
2015-10-31 05,11,
2015-10-31 06,9,
2015-10-31 07,19,
2015-10-31 08,47,
2015-10-31 09,84,
2015-10-31 10,106,
2015-10-31 11,104,
2015-10-31 12,78,
2015-10-31 13,54,
2015-10-31 14,82,
2015-10-31 15,111,
2015-10-31 16,88,
2015-10-31 17,116,
2015-10-31 18,104,
2015-10-31 19,67,
2015-10-31 20,47,
2015-10-31 21,58,
2015-10-31 22,55,
2015-10-31 23,41,
2015-11-01 00,24,
2015-11-01 01,21,
2015-11-01 02,11,
2015-11-01 03,2,
2015-11-01 04,7,
2015-11-01 05,6,
2015-11-01 06,12,
2015-11-01 07,13,
2015-11-01 08,27,
2015-11-01 09,50,
2015-11-01 10,52,
2015-11-01 11,102,
2015-11-01 12,86,
2015-11-01 13,74,
2015-11-01 14,82,
2015-11-01 15,75,
2015-11-01 16,92,
2015-11-01 17,110,
2015-11-01 18,122,
2015-11-01 19,123,
2015-11-01 20,90,
2015-11-01 21,75,
2015-11-01 22,64,
2015-11-01 23,54,
2015-11-02 00,34,
2015-11-02 01,18,
2015-11-02 02,11,
2015-11-02 03,3,
2015-11-02 04,10,
2015-11-02 05,9,
2015-11-02 06,13,
2015-11-02 07,16,
2015-11-02 08,55,
2015-11-02 09,74,
2015-11-02 10,133,
2015-11-02 11,131,
2015-11-02 12,145,
2015-11-02 13,114,
2015-11-02 14,148,
2015-11-02 15,166,
2015-11-02 16,168,
2015-11-02 17,184,
2015-11-02 18,157,
2015-11-02 19,117,
2015-11-02 20,115,
2015-11-02 21,104,
2015-11-02 22,57,
2015-11-02 23,60,
2015-11-03 00,35,
2015-11-03 01,12,
2015-11-03 02,16,
2015-11-03 03,4,
2015-11-03 04,6,
2015-11-03 05,3,
2015-11-03 06,12,
2015-11-03 07,25,
2015-11-03 08,85,
2015-11-03 09,79,
2015-11-03 10,114,
2015-11-03 11,139,
2015-11-03 12,100,
2015-11-03 13,83,
2015-11-03 14,128,
2015-11-03 15,165,
2015-11-03 16,200,
2015-11-03 17,173,
2015-11-03 18,161,
2015-11-03 19,112,
2015-11-03 20,98,
2015-11-03 21,87,
2015-11-03 22,77,
2015-11-03 23,61,
2015-11-04 00,20,
2015-11-04 01,16,
2015-11-04 02,16,
2015-11-04 03,13,
2015-11-04 04,1,
2015-11-04 05,6,
2015-11-04 06,7,
2015-11-04 07,16,
2015-11-04 08,52,
2015-11-04 09,77,
2015-11-04 10,120,
2015-11-04 11,114,
2015-11-04 12,117,
2015-11-04 13,82,
2015-11-04 14,102,
2015-11-04 15,181,
2015-11-04 16,167,
2015-11-04 17,172,
2015-11-04 18,147,
2015-11-04 19,115,
2015-11-04 20,111,
2015-11-04 21,82,
2015-11-04 22,65,
2015-11-04 23,41,
2015-11-05 00,18,
2015-11-05 01,11,
2015-11-05 02,12,
2015-11-05 03,8,
2015-11-05 04,11,
2015-11-05 05,6,
2015-11-05 06,14,
2015-11-05 07,27,
2015-11-05 08,66,
2015-11-05 09,92,
2015-11-05 10,101,
2015-11-05 11,114,
2015-11-05 12,113,
2015-11-05 13,74,
2015-11-05 14,121,
2015-11-05 15,156,
2015-11-05 16,149,
2015-11-05 17,150,
2015-11-05 18,149,
2015-11-05 19,113,
2015-11-05 20,95,
2015-11-05 21,94,
2015-11-05 22,71,
2015-11-05 23,53,
2015-11-06 00,36,
2015-11-06 01,22,
2015-11-06 02,10,
2015-11-06 03,10,
2015-11-06 04,4,
2015-11-06 05,1,
2015-11-06 06,9,
2015-11-06 07,24,
2015-11-06 08,55,
2015-11-06 09,94,
2015-11-06 10,91,
2015-11-06 11,113,
2015-11-06 12,92,
2015-11-06 13,95,
2015-11-06 14,104,
2015-11-06 15,149,
2015-11-06 16,131,
2015-11-06 17,142,
2015-11-06 18,137,
2015-11-06 19,116,
2015-11-06 20,86,
2015-11-06 21,83,
2015-11-06 22,94,
2015-11-06 23,38,
2015-11-07 00,33,
2015-11-07 01,22,
2015-11-07 02,10,
2015-11-07 03,2,
2015-11-07 04,3,
2015-11-07 05,3,
2015-11-07 06,13,
2015-11-07 07,12,
2015-11-07 08,44,
2015-11-07 09,90,
2015-11-07 10,101,
2015-11-07 11,95,
2015-11-07 12,97,
2015-11-07 13,75,
2015-11-07 14,98,
2015-11-07 15,126,
2015-11-07 16,111,
2015-11-07 17,116,
2015-11-07 18,102,
2015-11-07 19,75,
2015-11-07 20,67,
2015-11-07 21,79,
2015-11-07 22,53,
2015-11-07 23,38,
2015-11-08 00,23,
2015-11-08 01,24,
2015-11-08 02,18,
2015-11-08 03,15,
2015-11-08 04,7,
2015-11-08 05,7,
2015-11-08 06,6,
2015-11-08 07,21,
2015-11-08 08,43,
2015-11-08 09,58,
2015-11-08 10,51,
2015-11-08 11,83,
2015-11-08 12,105,
2015-11-08 13,62,
2015-11-08 14,76,
2015-11-08 15,98,
2015-11-08 16,98,
2015-11-08 17,112,
2015-11-08 18,125,
2015-11-08 19,91,
2015-11-08 20,96,
2015-11-08 21,95,
2015-11-08 22,69,
2015-11-08 23,47,
2015-11-09 00,23,
2015-11-09 01,8,
2015-11-09 02,15,
2015-11-09 03,4,
2015-11-09 04,6,
2015-11-09 05,13,
2015-11-09 06,10,
2015-11-09 07,23,
2015-11-09 08,45,
2015-11-09 09,97,
2015-11-09 10,93,
2015-11-09 11,104,
2015-11-09 12,122,
2015-11-09 13,98,
2015-11-09 14,158,
2015-11-09 15,200,
2015-11-09 16,216,
2015-11-09 17,183,
2015-11-09 18,200,
2015-11-09 19,156,
2015-11-09 20,141,
2015-11-09 21,105,
2015-11-09 22,75,
2015-11-09 23,55,
2015-11-10 00,27,
2015-11-10 01,13,
2015-11-10 02,8,
2015-11-10 03,13,
2015-11-10 04,7,
2015-11-10 05,6,
2015-11-10 06,7,
2015-11-10 07,19,
2015-11-10 08,31,
2015-11-10 09,64,
2015-11-10 10,77,
2015-11-10 11,111,
2015-11-10 12,116,
2015-11-10 13,80,
2015-11-10 14,120,
2015-11-10 15,166,
2015-11-10 16,186,
2015-11-10 17,206,
2015-11-10 18,170,
2015-11-10 19,117,
2015-11-10 20,110,
2015-11-10 21,94,
2015-11-10 22,50,
2015-11-10 23,48,
2015-11-11 00,28,
2015-11-11 01,17,
2015-11-11 02,12,
2015-11-11 03,4,
2015-11-11 04,10,
2015-11-11 05,4,
2015-11-11 06,6,
2015-11-11 07,19,
2015-11-11 08,45,
2015-11-11 09,124,
2015-11-11 10,121,
2015-11-11 11,111,
2015-11-11 12,129,
2015-11-11 13,115,
2015-11-11 14,136,
2015-11-11 15,201,
2015-11-11 16,186,
2015-11-11 17,182,
2015-11-11 18,164,
2015-11-11 19,133,
2015-11-11 20,131,
2015-11-11 21,109,
2015-11-11 22,82,
2015-11-11 23,76,
2015-11-12 00,60,
2015-11-12 01,18,
2015-11-12 02,8,
2015-11-12 03,5,
2015-11-12 04,8,
2015-11-12 05,8,
2015-11-12 06,13,
2015-11-12 07,28,
2015-11-12 08,44,
2015-11-12 09,80,
2015-11-12 10,100,
2015-11-12 11,109,
2015-11-12 12,97,
2015-11-12 13,93,
2015-11-12 14,138,
2015-11-12 15,185,
2015-11-12 16,176,
2015-11-12 17,182,
2015-11-12 18,141,
2015-11-12 19,117,
2015-11-12 20,122,
2015-11-12 21,108,
2015-11-12 22,89,
2015-11-12 23,40,
2015-11-13 00,15,
2015-11-13 01,21,
2015-11-13 02,9,
2015-11-13 03,9,
2015-11-13 04,10,
2015-11-13 05,6,
2015-11-13 06,12,
2015-11-13 07,19,
2015-11-13 08,75,
2015-11-13 09,92,
2015-11-13 10,87,
2015-11-13 11,88,
2015-11-13 12,86,
2015-11-13 13,81,
2015-11-13 14,137,
2015-11-13 15,169,
2015-11-13 16,156,
2015-11-13 17,157,
2015-11-13 18,107,
2015-11-13 19,97,
2015-11-13 20,102,
2015-11-13 21,86,
2015-11-13 22,73,
2015-11-13 23,30,
2015-11-14 00,30,
2015-11-14 01,22,
2015-11-14 02,15,
2015-11-14 03,10,
2015-11-14 04,6,
2015-11-14 05,6,
2015-11-14 06,12,
2015-11-14 07,17,
2015-11-14 08,37,
2015-11-14 09,64,
2015-11-14 10,99,
2015-11-14 11,122,
2015-11-14 12,103,
2015-11-14 13,65,
2015-11-14 14,110,
2015-11-14 15,117,
2015-11-14 16,139,
2015-11-14 17,105,
2015-11-14 18,95,
2015-11-14 19,87,
2015-11-14 20,60,
2015-11-14 21,61,
2015-11-14 22,54,
2015-11-14 23,49,
2015-11-15 00,31,
2015-11-15 01,21,
2015-11-15 02,17,
2015-11-15 03,11,
2015-11-15 04,5,
2015-11-15 05,2,
2015-11-15 06,10,
2015-11-15 07,15,
2015-11-15 08,19,
2015-11-15 09,50,
2015-11-15 10,105,
2015-11-15 11,85,
2015-11-15 12,115,
2015-11-15 13,70,
2015-11-15 14,102,
2015-11-15 15,114,
2015-11-15 16,135,
2015-11-15 17,129,
2015-11-15 18,131,
2015-11-15 19,129,
2015-11-15 20,101,
2015-11-15 21,105,
2015-11-15 22,85,
2015-11-15 23,55,
2015-11-16 00,39,
2015-11-16 01,50,
2015-11-16 02,25,
2015-11-16 03,12,
2015-11-16 04,5,
2015-11-16 05,5,
2015-11-16 06,9,
2015-11-16 07,29,
2015-11-16 08,50,
2015-11-16 09,91,
2015-11-16 10,134,
2015-11-16 11,128,
2015-11-16 12,115,
2015-11-16 13,83,
2015-11-16 14,185,
2015-11-16 15,192,
2015-11-16 16,191,
2015-11-16 17,196,
2015-11-16 18,154,
2015-11-16 19,145,
2015-11-16 20,116,
2015-11-16 21,113,
2015-11-16 22,74,
2015-11-16 23,32,
2015-11-17 00,36,
2015-11-17 01,21,
2015-11-17 02,10,
2015-11-17 03,8,
2015-11-17 04,3,
2015-11-17 05,4,
2015-11-17 06,10,
2015-11-17 07,21,
2015-11-17 08,62,
2015-11-17 09,79,
2015-11-17 10,96,
2015-11-17 11,107,
2015-11-17 12,112,
2015-11-17 13,98,
2015-11-17 14,153,
2015-11-17 15,216,
2015-11-17 16,171,
2015-11-17 17,169,
2015-11-17 18,175,
2015-11-17 19,118,
2015-11-17 20,111,
2015-11-17 21,87,
2015-11-17 22,78,
2015-11-17 23,46,
2015-11-18 00,33,
2015-11-18 01,11,
2015-11-18 02,6,
2015-11-18 03,9,
2015-11-18 04,2,
2015-11-18 05,10,
2015-11-18 06,12,
2015-11-18 07,19,
2015-11-18 08,57,
2015-11-18 09,94,
2015-11-18 10,111,
2015-11-18 11,133,
2015-11-18 12,120,
2015-11-18 13,96,
2015-11-18 14,148,
2015-11-18 15,211,
2015-11-18 16,189,
2015-11-18 17,210,
2015-11-18 18,170,
2015-11-18 19,118,
2015-11-18 20,103,
2015-11-18 21,115,
2015-11-18 22,67,
2015-11-18 23,35,
2015-11-19 00,26,
2015-11-19 01,19,
2015-11-19 02,11,
2015-11-19 03,14,
2015-11-19 04,3,
2015-11-19 05,3,
2015-11-19 06,11,
2015-11-19 07,24,
2015-11-19 08,69,
2015-11-19 09,83,
2015-11-19 10,97,
2015-11-19 11,129,
2015-11-19 12,128,
2015-11-19 13,107,
2015-11-19 14,134,
2015-11-19 15,187,
2015-11-19 16,226,
2015-11-19 17,213,
2015-11-19 18,163,
2015-11-19 19,146,
2015-11-19 20,111,
2015-11-19 21,99,
2015-11-19 22,88,
2015-11-19 23,46,
2015-11-20 00,33,
2015-11-20 01,15,
2015-11-20 02,11,
2015-11-20 03,14,
2015-11-20 04,15,
2015-11-20 05,12,
2015-11-20 06,9,
2015-11-20 07,26,
2015-11-20 08,57,
2015-11-20 09,97,
2015-11-20 10,121,
2015-11-20 11,134,
2015-11-20 12,142,
2015-11-20 13,113,
2015-11-20 14,132,
2015-11-20 15,187,
2015-11-20 16,171,
2015-11-20 17,170,
2015-11-20 18,110,
2015-11-20 19,126,
2015-11-20 20,73,
2015-11-20 21,98,
2015-11-20 22,85,
2015-11-20 23,63,
2015-11-21 00,36,
2015-11-21 01,18,
2015-11-21 02,7,
2015-11-21 03,5,
2015-11-21 04,10,
2015-11-21 05,7,
2015-11-21 06,4,
2015-11-21 07,22,
2015-11-21 08,42,
2015-11-21 09,91,
2015-11-21 10,94,
2015-11-21 11,115,
2015-11-21 12,92,
2015-11-21 13,74,
2015-11-21 14,94,
2015-11-21 15,126,
2015-11-21 16,127,
2015-11-21 17,129,
2015-11-21 18,104,
2015-11-21 19,75,
2015-11-21 20,87,
2015-11-21 21,51,
2015-11-21 22,95,
2015-11-21 23,59,
2015-11-22 00,54,
2015-11-22 01,12,
2015-11-22 02,15,
2015-11-22 03,10,
2015-11-22 04,8,
2015-11-22 05,6,
2015-11-22 06,10,
2015-11-22 07,13,
2015-11-22 08,22,
2015-11-22 09,56,
2015-11-22 10,96,
2015-11-22 11,184,
2015-11-22 12,97,
2015-11-22 13,93,
2015-11-22 14,123,
2015-11-22 15,141,
2015-11-22 16,116,
2015-11-22 17,145,
2015-11-22 18,151,
2015-11-22 19,112,
2015-11-22 20,115,
2015-11-22 21,83,
2015-11-22 22,61,
2015-11-22 23,60,
2015-11-23 00,42,
2015-11-23 01,12,
2015-11-23 02,20,
2015-11-23 03,12,
2015-11-23 04,4,
2015-11-23 05,1,
2015-11-23 06,11,
2015-11-23 07,21,
2015-11-23 08,78,
2015-11-23 09,92,
2015-11-23 10,122,
2015-11-23 11,159,
2015-11-23 12,137,
2015-11-23 13,95,
2015-11-23 14,160,
2015-11-23 15,214,
2015-11-23 16,189,
2015-11-23 17,185,
2015-11-23 18,180,
2015-11-23 19,142,
2015-11-23 20,141,
2015-11-23 21,98,
2015-11-23 22,84,
2015-11-23 23,63,
2015-11-24 00,26,
2015-11-24 01,19,
2015-11-24 02,19,
2015-11-24 03,6,
2015-11-24 04,8,
2015-11-24 05,9,
2015-11-24 06,12,
2015-11-24 07,28,
2015-11-24 08,59,
2015-11-24 09,81,
2015-11-24 10,106,
2015-11-24 11,139,
2015-11-24 12,105,
2015-11-24 13,78,
2015-11-24 14,146,
2015-11-24 15,191,
2015-11-24 16,186,
2015-11-24 17,182,
2015-11-24 18,187,
2015-11-24 19,136,
2015-11-24 20,160,
2015-11-24 21,87,
2015-11-24 22,91,
2015-11-24 23,54,
2015-11-25 00,38,
2015-11-25 01,24,
2015-11-25 02,8,
2015-11-25 03,7,
2015-11-25 04,10,
2015-11-25 05,4,
2015-11-25 06,5,
2015-11-25 07,17,
2015-11-25 08,58,
2015-11-25 09,85,
2015-11-25 10,93,
2015-11-25 11,108,
2015-11-25 12,108,
2015-11-25 13,117,
2015-11-25 14,170,
2015-11-25 15,209,
2015-11-25 16,200,
2015-11-25 17,208,
2015-11-25 18,177,
2015-11-25 19,121,
2015-11-25 20,106,
